1,0.24766,0.79424,0.19368,0.076179,-0.25243,-0.34562,-0.22667,-0.23199,-0.2181,-0.19245,-0.21125,-0.22125,-0.25507,-0.2855,-0.14727,-0.03605,-0.17885,-0.12406,0.5768,-0.63165
0.24766,1,0.3218,-0.0152,-0.21685,-0.11574,-0.10056,-0.01405,0.15658,-0.043864,-0.14575,-0.12414,-0.19301,-0.23515,-0.097311,-0.01851,-0.15919,-0.24958,-0.097173,0.47459,0.03966
0.79424,0.3218,1,0.12187,-0.1194,-0.5779,-0.45912,-0.12171,-0.17214,-0.11951,-0.14829,-0.12747,-0.19519,-0.14414,-0.17522,-0.23462,-0.065058,-0.089717,-0.20498,0.47012,-0.69361
0.19368,-0.0152,0.12187,1,0.56215,-0.28495,-0.59183,-0.70358,-0.27538,0.058888,-0.049258,-0.40184,-0.42406,-0.4071,-0.29493,0.2073,0.17157,-0.244,-0.37565,0.61266,0.10408
0.076179,-0.21685,-0.1194,0.56215,1,0.28133,-0.3577,-0.82463,-0.65476,-0.38035,-0.26883,-0.144,-0.05273,-0.21452,-0.17254,0.16209,0.096173,0.081702,0.044976,0.18249,-0.13292
-0.25243,-0.11574,-0.5779,-0.28495,0.28133,1,0.61873,0.015504,-0.19676,-0.40328,-0.28957,-0.13949,0.11115,0.033153,0.15199,0.27109,0.058281,0.034787,0.28269,-0.2096,0.24124
-0.34562,-0.10056,-0.45912,-0.59183,-0.3577,0.61873,1,0.63572,0.19021,-0.16365,-0.054356,0.05509,0.23589,0.26967,0.14151,-0.055679,-0.030694,0.16103,0.29644,-0.40714,0.27789
-0.22667,-0.01405,-0.12171,-0.70358,-0.82463,0.015504,0.63572,1,0.63395,0.28748,0.21617,0.23777,0.19541,0.28262,0.14185,-0.28174,-0.11312,0.15563,0.26184,-0.44964,0.14642
-0.23199,0.15658,-0.17214,-0.27538,-0.65476,-0.19676,0.19021,0.63395,1,0.62502,0.31498,0.10906,-0.070996,-0.082343,-0.10414,-0.14639,-0.094289,-0.097664,-0.012141,-0.071443,0.43236
-0.2181,-0.043864,-0.11951,0.058888,-0.38035,-0.40328,-0.16365,0.28748,0.62502,1,0.63558,0.091122,-0.31894,-0.10475,-0.11981,-0.12897,0.038274,-0.14828,-0.1101,-0.1035,0.27787
-0.19245,-0.14575,-0.14829,-0.049258,-0.26883,-0.28957,-0.054356,0.21617,0.31498,0.63558,1,0.44028,-0.20939,-0.26117,-0.23383,-0.20928,0.02777,0.051741,-0.013104,-0.23243,0.16902
-0.21125,-0.12414,-0.12747,-0.40184,-0.144,-0.13949,0.05509,0.23777,0.10906,0.091122,0.44028,1,0.43628,0.11575,-0.13334,-0.4536,-0.19614,0.297,0.21629,-0.46835,-0.030962
-0.22125,-0.19301,-0.19519,-0.42406,-0.05273,0.11115,0.23589,0.19541,-0.070996,-0.31894,-0.20939,0.43628,1,0.62761,0.062443,-0.4159,-0.16832,0.3135,0.22733,-0.55228,-0.1357
-0.25507,-0.23515,-0.14414,-0.4071,-0.21452,0.033153,0.26967,0.28262,-0.082343,-0.10475,-0.26117,0.11575,0.62761,1,0.51631,-0.19014,-0.18621,0.099401,0.17938,-0.63113,-0.14205
-0.2855,-0.097311,-0.17522,-0.29493,-0.17254,0.15199,0.14151,0.14185,-0.10414,-0.11981,-0.23383,-0.13334,0.062443,0.51631,1,0.38276,-0.30148,-0.28428,0.012693,-0.37923,0.016119
-0.14727,-0.01851,-0.23462,0.2073,0.16209,0.27109,-0.055679,-0.28174,-0.14639,-0.12897,-0.20928,-0.4536,-0.4159,-0.19014,0.38276,1,0.276,-0.25063,-0.32508,0.13663,0.27215
-0.03605,-0.15919,-0.065058,0.17157,0.096173,0.058281,-0.030694,-0.11312,-0.094289,0.038274,0.02777,-0.19614,-0.16832,-0.18621,-0.30148,0.276,1,0.37601,-0.18619,-0.025999,0.040242
-0.17885,-0.24958,-0.089717,-0.244,0.081702,0.034787,0.16103,0.15563,-0.097664,-0.14828,0.051741,0.297,0.3135,0.099401,-0.28428,-0.25063,0.37601,1,0.42639,-0.43697,-0.15671
-0.12406,-0.097173,-0.20498,-0.37565,0.044976,0.28269,0.29644,0.26184,-0.012141,-0.1101,-0.013104,0.21629,0.22733,0.17938,0.012693,-0.32508,-0.18619,0.42639,1,-0.35364,0.0014282
0.5768,0.47459,0.47012,0.61266,0.18249,-0.2096,-0.40714,-0.44964,-0.071443,-0.1035,-0.23243,-0.46835,-0.55228,-0.63113,-0.37923,0.13663,-0.025999,-0.43697,-0.35364,1,7.9274e-18
-0.63165,0.03966,-0.69361,0.10408,-0.13292,0.24124,0.27789,0.14642,0.43236,0.27787,0.16902,-0.030962,-0.1357,-0.14205,0.016119,0.27215,0.040242,-0.15671,0.0014282,7.9274e-18,1
